	Punto	Response	Simple
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	"RISPOSTA: NO

Note: Nella determina non sono specificate le modalità di selezione degli operatori economici, né le ragioni che giustificherebbero la scelta della procedura negoziata rispetto ad altre modalità. Inoltre, non sono indicati i requisiti di partecipazione, i criteri preferenziali di selezione e i criteri di aggiudicazione."	NO
24	Rotazione degli affidamenti	"RISPOSTA: NO

Note: Non è esplicitato che la procedura sarà aggiudicata nel rispetto delle norme sulla rotazione degli affidamenti come contenute all’art. 49 del Dlgs n.36/2023."	NO
25	Criterio di selezione delle offerte	RISPOSTA : SI	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	RISPOSTA: SI	SI
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	"RISPOSTA : NO

Note: Nella determina non sono presenti riferimenti all'obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori."	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	RISPOSTA : SI	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA : SI	SI
30	Riferimenti deliberazione approvazione PEG e del PIAO	RISPOSTA : NO	NO
31	Impegno di spesa/prenotazione/copertura finanziaria	"RISPOSTA: SI

Note: L'importo da impegnare è di € 395.083,91, assoggettato ad IVA al 10% per € 35.916,72. Non ci sono indicazioni su bilancio e PEG non approvati, quindi si presume il rispetto dell'art. 163 del TUEL."	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	"NO

Note: Non è presente un esplicito riferimento alla compatibilità della spesa con le vigenti regole della finanza pubblica nel provvedimento."	NO
33	Contributo ANAC	"RISPOSTA : NO

Note: Non è presente alcun riferimento al pagamento del contributo all'ANAC nella determina."	NO
34	Richiamati e/o allegati	RISPOSTA : SI	SI
35	Obblighi di pubblicità e trasparenza	RISPOSTA : SI	SI
36	Pubblicazione atti all’Albo Pretorio Online	RISPOSTA : SI	SI
37	Acquisizione del visto di regolarità contabile ai sensi dell’art. 153 del D.Lgs. n. 267/2000	RISPOSTA: SI	SI
38	Sottoscrizione del Dirigente firmatario dell’atto e dove previsto del R.P. o RUP.	RISPOSTA : SI	SI
