	Punto	Response	Simple
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è specificato se i servizi di formazione e aggiornamento del Software AuditingPA rientrano nell'ambito di applicazione dei Criteri Ambientali Minimi (CAM) adottati in base alla normativa vigente, né è citato il relativo Decreto Ministeriale. Pertanto, manca la necessaria verifica di aderenza ai CAM, come richiesto dagli artt. 18 della L. 221/2015 e 57 comma 2 del D.Lgs. n. 36/2023.	NO
19	Cauzione	RISPOSTA GENERALE: **NO**, la determina NON specifica la questione delle cauzioni secondo quanto previsto dall’art. 117 del D.lgs n. 36/2023. Non è menzionato se l'affidatario è tenuto a presentare una cauzione definitiva o se non si richiede la cauzione definitiva per ragioni di scarsa rilevanza economica dell'affidamento.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: SI, l'atto specifica che non ci sono convenzioni attive relative alla fornitura oggetto dell'affidamento. La determina conferma che ai sensi dell'art. 1, comma 512 della Legge 28 dicembre 2015, n. 208, non risultano attive convenzioni Consip per il servizio in oggetto, giustificando così l'affidamento diretto.	SI
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE : SI, l'affidamento è stato effettuato tramite il Mercato Elettronico della Pubblica Amministrazione (MePA) come indicato nella determina. Inoltre, si menziona che l'importo dell'affidamento rispetta le soglie di ricorso a tale mercato, in quanto si tratta di una spesa superiore a 5.000 euro e quindi sussiste l'obbligo di utilizzare il MEPA.	SI
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE : **NO**, non è presente un'indicazione sufficiente riguardo all'istruttoria propedeutica al provvedimento. La determina non menziona specificamente le modalità attraverso le quali il RUP ha individuato l'operatore economico, né se sono state effettuate indagini di mercato per comparare le offerte o raccogliere preventivi. Inoltre, non sembra ci sia una documentazione che attesti l'analisi di esperienze pregresse o l'interpellanza di altri operatori economici.	NO
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE: SI, la determina riporta esplicitamente la denominazione dell'operatore economico affidatario, ovvero la Fondazione PromoPA, e descrive l'acquisizione dell'offerta tramite il Mercato Elettronico della Pubblica Amministrazione (MePA), specificando il prodotto e i servizi offerti.	SI
24	Importo di affidamento	RISPOSTA GENERALE : NO, Non è stata fornita evidenza dell'importo complessivo degli eventuali oneri della sicurezza, oneri interferenziali, costo della manodopera dichiarato e contratto collettivo di lavoro applicato. Inoltre, manca un riferimento al quinto d’obbligo, revisione dei prezzi, somme a disposizione, eventuale supporto al RUP e incentivi (art. 45).	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	"RISPOSTA GENERALE : SI, L'operatore economico selezionato ha dimostrato di avere ""documentate esperienze pregresse idonee all’esecuzione delle prestazioni contrattuali"" come indicato nella determina."	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE: [SI], [La determina espone chiaramente le ragioni della scelta della procedura di affidamento diretto in base all'art. 50, comma 1, lett. b) del D.Lgs. n. 36/2023, sottolineando l'importo dell'affidamento e l'esperienza pregressa del contraente scelto, che ha fornito prestazioni di qualità e soddisfazione alla stazione appaltante. Sono rispettate sia la congruità del prezzo che la necessità di un interesse pubblico, supportando la legittimità della scelta e il rispetto delle norme sulla rotazione.]	SI
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE : NO, La determina non fornisce una motivazione specifica del ricorso alla procedura ex art. 76 del Dlgs n.36/2023, che è necessaria per giustificare l'affidamento diretto in questo contesto.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: **SI**, l'affidamento è conforme ai principi e alle norme in materia di appalti pubblici, come indicato nel testo della determina, che menziona esplicitamente l'adeguamento alle disposizioni del Codice dei Contratti Pubblici (D.Lgs. n. 36/2023) e il rispetto dei principi di cui al Libro I, Parte I del medesimo decreto. Inoltre, la determina evidenzia che la procedura rientra nei limiti delle soglie previste per il ricorso all'affidamento diretto.	SI
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE : SI, La determina fa esplicito riferimento all'acquisizione della documentazione attestante il possesso dei requisiti di ordine generale richiesti ai sensi del D.Lgs. n. 36/2023. Inoltre, si afferma che è stata verificata la regolarità dei versamenti contributivi previdenziali ed assicurativi del contraente attraverso il D.U.R.C. online.	SI
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE: **SI**, il Documento Unico di Regolarità Contributiva (DURC) dell'impresa è stato verificato e risulta regolare, come indicato nel testo della determina.	SI
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : NO, La determina non riporta riferimenti specifici alla deliberazione di approvazione del bilancio pluriennale vigente, pertanto non si è in grado di verificarne la conformità in assenza di questa informazione.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE: NO, La determina non fa riferimento esplicito né alla deliberazione di approvazione del PEG (Piano Esecutivo di Gestione) né al PIAO (Piano Integrato di Attività e Organizzazione).	NO
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE : SI, L'importo impegnato è pari a € 4.026,00, di cui € 3.050,00 esente da IVA e € 976,00 soggetti all'aliquota IVA del 22%. La determina indica chiaramente la suddivisione dell'importo e specifica che i servizi di formazione sono esenti da IVA ai sensi dell'articolo 10 del D.P.R. 633/72.	SI
34	Contributo ANAC	RISPOSTA GENERALE: NO, Non è menzionato alcun impegno di spesa relativo al pagamento del contributo all'ANAC per un importo pari o superiore a € 40.000,00, quindi non si rispetta quanto richiesto dalla normativa in riferimento al contributo ANAC.	NO
35	Flussi finanziari	RISPOSTA GENERALE : NO, La determina non contiene la clausola che attesta che l’affidatario è soggetto all’obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 e la specificazione riguardo alla nullità del contratto in caso di mancato adempimento di tali obblighi.	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE: **SI**, il provvedimento di impegno attesta che il programma dei pagamenti è compatibile con i relativi stanziamenti di cassa e con le regole di finanza pubblica, come indicato nel testo della determina.	SI
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE : SI, la determina indica chiaramente l'aggiudicatario: Fondazione PromoPA, con sede a Lucca, Viale Luporini, 37/57, P. IVA/C.F. 01922510464.	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **NO**, la determina non prevede esplicitamente la comunicazione all’aggiudicatario dell’impegno di spesa, della copertura finanziaria e del CIG, come richiesto dall’art. 191 del D.Lgs. n. 267/2000. Perciò, non rispetta le indicazioni normative in merito.	NO
39	Indicazione specifica della tipologia del contratto	"RISPOSTA GENERALE : **SI**, la determina specifica la tipologia del contratto come ""progetto formativo nella predisposizione di atti conformi al Codice dei Contratti (D.Lgs. 36/2023) e in adeguamento alle disposizioni del Correttivo al Nuovo Codice dei contratti pubblici (D.lgs 209/2024)""."	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, la determina fa riferimento all'art. 20 e 28 del Codice dei contratti pubblici e specifica che tutti gli atti della procedura di gara sono soggetti agli obblighi di trasparenza previsti, il che dimostra l'adeguatezza alle normative in materia di pubblicità e trasparenza.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE : **NO**, non è presente un esplicito riferimento al rispetto delle prescrizioni del PTPCT (Piano Triennale di Prevenzione della Corruzione e della Trasparenza) dell’Ente nella determina. Non sono menzionati il patto d'integrità e le misure generali in capo all’affidatario relative alla trasparenza e alla prevenzione della corruzione. Inoltre, manca qualsiasi attestazione riguardante il rispetto delle prescrizioni ex artt. 6, 7 e 14 del DPR n. 62/2013 e sul codice di comportamento integrativo.	NO
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE : SI, [La determina prevede la pubblicazione della presente determinazione dirigenziale secondo i tempi e le modalità di cui all’art. 12 del regolamento comunale per l’attuazione dei controlli di regolarità amministrativa, quindi è rispettata la prescrizione.]	SI
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE : [SI], [La determina fa riferimento all'art. 120 del D.Lgs. 104/2010, che prevede la possibilità di ricorso giurisdizionale innanzi al TAR Sardegna, pertanto i termini e le autorità a cui ricorrere sono individuati correttamente.]	SI
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE: **SI**, La determina è segnata come firmata digitalmente dal Dirigente Maurizio Guadagno e dal RUP Dott. Paolo Contu, rispettando così le disposizioni relative alla sottoscrizione dell'atto.	SI
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE: NO, La determina non riporta esplicitamente la presenza del visto di regolarità contabile, ma menziona di dover essere trasmessa al servizio finanziario per tale acquisizione.	NO
