	Punto	Response	Simple
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	"RISPOSTA : NO

Note: Non è presente un riferimento esplicito nel provvedimento che attesti la compatibilità del programma di spesa con le vigenti regole della finanza pubblica."	NO
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA: SI	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	"RISPOSTA: NO

Note: Non è presente nel testo della determina la comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria e il CIG."	NO
39	Indicazione specifica della tipologia del contratto	RISPOSTA: SI	SI
40	Obblighi di pubblicità e trasparenza	"RISPOSTA: NO

Note: Non è menzionato esplicitamente l'art. 28 riguardante la trasparenza dei contratti pubblici e l'obbligo di trasmissione alla Banca dati nazionale dei contratti pubblici."	NO
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA: SI	SI
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA : SI	SI
43	Indicazione termini e autorità a cui ricorrere	"RISPOSTA : NO

Note: Non è presente l'indicazione dei termini e dell'autorità a cui ricorrere avverso il provvedimento."	NO
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA : SI	SI
45	Presenza del visto di regolarità contabile	"RISPOSTA : NO

Note: La determina non riporta esplicitamente la presenza del visto di regolarità contabile, ma menziona che sarà trasmessa al servizio finanziario per le procedure di contabilità e controlli."	NO
