	Punto	Response	Simple
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE: **NO**, non è presente una descrizione dettagliata dell'istruttoria propedeutica al provvedimento. Sebbene si faccia riferimento alla documentazione e alle esperienze pregresse dell'operatore individuato, non sono specificate le modalità di indagine di mercato svolte dal RUP per garantire la scelta dell'operatore in termini di qualità, tempestività ed economicità. Non viene menzionato se sono stati interpellati più operatori o se sono state effettuate analisi di prezzi o consultazioni di listini, il che è fondamentale per dimostrare la sufficienza e l'adeguatezza dell'istruttoria.	NO
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, [La determina indica chiaramente l'operatore economico affidatario, Quadrica S.r.l. Unipersonale, e specifica che l'affidamento avviene tramite trattativa diretta nel Mercato Elettronico della Pubblica Amministrazione (MePA).]	SI
24	Importo di affidamento	RISPOSTA GENERALE: **SI**, la determina fa riferimento all'importo di affidamento, specificando che il valore massimo stimato della procedura è pari a € 4.755,50 oltre IVA al 22%. Inoltre, viene confermato che l'impresa applica il contratto collettivo nazionale del settore Terziario per i propri dipendenti, il che implica una congruità del costo della manodopera.	SI
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE: **SI**, l'operatore economico selezionato, Quadrica S.r.l., è in possesso di documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali, come indicato nel testo della determina.	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE: **SI**, la determina fornisce una motivazione adeguata per la scelta della procedura di affidamento diretto e del contraente. Viene evidenziato che l'operatore economico selezionato, Quadrica S.r.l., ha documentate esperienze pregresse idonee all'esecuzione delle prestazioni contrattuali, avendo già fornito arredi per l'ente nel 2022. Inoltre, si specifica che l'affidamento è necessario per garantire l'arredo dei nuovi uffici del Centro Disabilità Globale in tempi brevi, rispettando il principio di rotazione e le normative vigenti. La congruità del prezzo rispetto alla qualità della prestazione è stata verificata, e si fa riferimento al regolamento comunale di contabilità, che legittima l'utilizzo della procedura di affidamento diretto.	SI
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE: NO, La determina non fornisce una motivazione specifica per il ricorso alla procedura ex art. 76 del D.lgs. n. 36/2023, il che rappresenta una grave mancanza. La normativa richiede che venga esplicitata la motivazione per l'adozione di tale procedura, e l'assenza di tale informazione compromette la regolarità dell'affidamento diretto.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE: **NO**, la determina non fa esplicito riferimento ai principi contenuti nel libro 1, titolo 1, parte 1 del codice dei contratti, pertanto non si può confermare la conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici.	NO
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE: **NO**, non è presente un esplicito riferimento alla verifica dei requisiti dell’affidatario nel testo della determina. Sebbene si faccia menzione delle esperienze pregresse dell'impresa Quadrica S.r.l., non viene specificato che sono stati verificati i requisiti di ordine generale e speciale richiesti ai sensi degli articoli 95 e 100 del D.Lgs. 36/2023.	NO
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE: NO, non è presente alcuna menzione riguardante la regolarità contributiva, DURC o attestazione della stessa nella determina. La mancanza di questa documentazione è considerata una grave irregolarità.	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE: NO, non sono indicati gli estremi di approvazione del bilancio pluriennale vigente. Nella determina si fa riferimento alla deliberazione di Consiglio Comunale n. 139 del 18/12/2023, con la quale è stato approvato il Bilancio di Previsione Finanziario 2024/2026, ma non sono forniti dettagli specifici riguardanti l'approvazione del bilancio pluriennale.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE: NO, non è presente un riferimento esplicito alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e al Piano Integrato di Attività e Organizzazione (PIAO) nella determina.	NO
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE: SI, l'importo impegnato è di € 5.801,71, di cui € 4.755,50 imponibile e € 1.046,21 IVA al 22%. Non ci sono indicazioni di bilancio e PEG non approvati, pertanto non è necessario fare riferimento all'art. 163 del TUEL. L'impegno di spesa è relativo all'esercizio finanziario 2024.	SI
34	Contributo ANAC	RISPOSTA GENERALE : NO, [Nella determina non è menzionato l'impegno di spesa relativo al pagamento del contributo all'ANAC, né è indicato il capitolo del bilancio e l'anno di riferimento, pertanto non rispetta il requisito richiesto.]	NO
35	Flussi finanziari	RISPOSTA GENERALE: NO, non è presente alcun riferimento all'obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 nella determina. Non viene specificato che l'affidatario è tenuto a fornire gli elementi identificativi richiesti dalla legge, né che il mancato adempimento di tali obblighi comporta la nullità del contratto.	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE: **SI**, Il provvedimento attesta che il programma dei pagamenti conseguenti all'assunzione degli impegni di spesa è compatibile con i relativi stanziamenti di cassa e con le regole di finanza pubblica, ai sensi dell'art. 183, comma 8, del D.lgs. 267/2000.	SI
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE: [SI], [L'aggiudicatario è indicato con nome, ragione sociale, indirizzo, P.Iva e Cod. Fiscale, come richiesto.]	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **NO**, la determina non contiene informazioni relative all'impegno di spesa, alla copertura finanziaria e al CIG da comunicare all'aggiudicatario.	NO
39	Indicazione specifica della tipologia del contratto	"RISPOSTA GENERALE: **SI**, la determina indica specificamente che l'oggetto del contratto è la ""fornitura arredi per uffici"", soddisfacendo così il requisito di indicazione della tipologia del contratto."	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, la determina fa riferimento all'art. 28 del D.Lgs. 36/2023, specificando che i dati saranno comunicati tempestivamente alla BDNCP tramite la piattaforma di approvvigionamento digitale utilizzata dall'Ente, rispettando così gli obblighi di trasparenza previsti.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE : **SI**, il testo della determina fa riferimento al rispetto delle prescrizioni contenute nel Piano Triennale di Prevenzione della Corruzione e della Trasparenza (PTPCT) dell'Ente, specificando che sono state attuate le misure relative all'area contratti.	SI
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE : **SI**, La determina prevede la pubblicazione della presente determinazione dirigenziale secondo i tempi e le modalità di cui all’art. 12 del regolamento comunale per l’attuazione dei controlli di regolarità amministrativa e dell’art. 18 del Regolamento degli uffici e dei Servizi.	SI
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE : [SI], [La determina indica correttamente che avverso il provvedimento è ammesso ricorso giurisdizionale innanzi al TAR Sardegna entro il termine di cui all’art. 120 del D.lgs. 104/2010, in conformità con l’art. 3 della Legge n. 241/1990.]	SI
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE: **SI**, la determina è sottoscritta digitalmente dal Dirigente Giulia Lucia F Spano, che è anche il RUP della procedura, come indicato nel testo della determina.	SI
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE: **SI**, la determina prevede esplicitamente la trasmissione al Responsabile del Servizio Finanziario per l’acquisizione del visto di regolarità contabile ai sensi dell’art. 153 del D.lgs. 267/2000.	SI
