	Punto	Response	Simple
10	Norme di principio   Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)	RISPOSTA GENERALE: NO, La determina non fa esplicito riferimento ai principi di cui all'art. 4 del D.lgs. n. 36/2023, né esplica come siano stati contemperati i principi codicistici con l'obiettivo prioritario del risultato in termini di qualità, tempestività ed economicità.	NO
11	Regolamenti dell’ente quali:  - Statuto Comunale;  - Regolamento di contabilità;  - Regolamento dei contratti	RISPOSTA GENERALE : **SI**, La determina fa riferimento esplicito allo Statuto Comunale e al Regolamento di contabilità, rispettando così le disposizioni normative relative ai regolamenti dell'ente. Tuttavia, non è menzionato il Regolamento dei contratti specificamente, ma essendo i riferimenti generali a normative di appalto e contratti, si può considerare che il punto sia sostanzialmente rispettato.	SI
12	Indicazione dei riferimenti della determina a contrarre “semplificata” adottata	RISPOSTA GENERALE : NO, non è presente una determina a contrarre semplificata che indichi in modo chiaro l'oggetto dell'affidamento, l'importo, il fornitore, le ragioni della scelta del fornitore e il possesso dei requisiti richiesti. La determina non rispetta i requisiti minimi stabiliti per l'affidamento diretto ex art. 50, comma 1, lett. a) e b) del D.Lgs. n. 36/2023.	NO
13	Indicazione dei riferimenti della determina a contrarre “non semplificata” adottata	"RISPOSTA GENERALE : NO, La determina non fa esplicito riferimento alla determina a contrarre ""non semplificata"" adottata, né indica il numero e la data di tale provvedimento, come richiesto per la corretta individuazione dell'acquisto dei lavori, servizi e forniture."	NO
14	Elementi da approvare con la determina a contrarre nel caso di provvedimento unico	RISPOSTA GENERALE: **NO**, non è presente l'indicazione dell'interesse pubblico che si intende soddisfare e non sono specificate le caratteristiche delle opere, dei beni, o dei servizi che si intendono acquistare. Inoltre, non è menzionato un progetto esecutivo completo o un capitolato d'appalto, il che rappresenta una grave mancanza ai sensi delle normative vigenti.	NO
15	Per gli appalti di servizi: DUVRI	RISPOSTA GENERALE: NO, Non è presente il DUVRI o l'attestazione del progettista che certifichi che non è necessario redigere il DUVRI, pertanto non è possibile verificare la regolarità in relazione agli oneri di sicurezza da rischio interferenziale.	NO
16	Suddivisione in lotti e norme sull’indebito frazionamento	RISPOSTA GENERALE: NO, La determina non contiene alcuna motivazione riguardo alla mancata suddivisione dell'appalto in lotti, né fa riferimento all'art. 58 del D.Lgs. n. 36/2023. Non sono state fornite le ragioni oggettive che giustificherebbero la scelta di non frazionare l'appalto, né si evidenzia che l'appalto complessivo è stato considerato non frazionabile per promuovere condizioni di concorrenza paritarie.	NO
17	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE: **NO**, non sono indicati gli estremi dell’avvenuta validazione del progetto posto a base di gara nella determina.	NO
18	Criteri Ambientali Minimi (CAM)	RISPOSTA GENERALE: NO, non è presente alcuna indicazione riguardo all'applicazione dei Criteri Ambientali Minimi (CAM) nella determina. Non è stata menzionata la conformità dei lavori, della fornitura o del servizio ai CAM adottati e in vigore secondo il Piano per la sostenibilità ambientale dei consumi del settore della pubblica amministrazione, né è stato indicato alcun DM specifico.	NO
19	Cauzione	RISPOSTA GENERALE: NO, non è presente alcuna menzione riguardo alla cauzione nella determina. Non è stata specificata la necessità di presentare una cauzione definitiva o, in alternativa, l'assenza di questa richiesta in relazione alla scarsa rilevanza economica dell'affidamento.	NO
20	Riferimenti all’obbligo di utilizzo di convenzioni Consip o di soggetti aggregatori	RISPOSTA GENERALE: NO, [La determina non fa riferimento all'adesione a convenzioni Consip o di soggetti aggregatori per l'affidamento del servizio. Non è specificato se tali convenzioni siano attive o se il servizio in oggetto rientri tra le categorie merceologiche previste, né si indicano motivazioni per il mancato ricorso a tali convenzioni. Pertanto, non è possibile confermare la regolarità in relazione a questo obbligo normativo.]	NO
21	Riferimenti all’obbligo di utilizzo del MEPA o del sistema telematico messo a disposizione dalla centrale regionale di riferimento	RISPOSTA GENERALE : NO, [Nella determina non è specificato che l'affidamento è inferiore a € 5.000,00, pertanto non si evidenzia l'esclusione dall'obbligo di utilizzare il mercato elettronico o il sistema telematico. Inoltre, l'importo dell'affidamento è di € 11.292,32, che supera la soglia di 5.000 euro, quindi l'obbligo di utilizzo del MEPA è applicabile.]	NO
22	Indicazioni in merito all’istruttoria propedeutica al provvedimento	RISPOSTA GENERALE: **NO**, non sono fornite indicazioni sufficienti in merito all'istruttoria propedeutica al provvedimento. Nella determina non sono esplicitate le modalità di istruttoria seguite dal RUP per individuare l'operatore economico, né sono documentate le valutazioni circa l'opportunità di interpellare più operatori o le indagini di mercato effettuate.	NO
23	Denominazione dell’operatore economico affidatario e indicazione relativa all’acquisizione dell’offerta	RISPOSTA GENERALE : SI, [La determina indica chiaramente l'operatore economico affidatario, Ing. Paolo Gentile Careddu, con la sua sede legale e Partita IVA, e specifica che l'offerta è pervenuta tramite la piattaforma Sardegna Cat in data 23.12.2024.]	SI
24	Importo di affidamento	RISPOSTA GENERALE: NO, non è presente un dato atto della congruità del costo della manodopera indicato in sede di presentazione del preventivo dall’affidatario, né dell'adeguatezza del contratto collettivo applicato in relazione alle tutele a favore dei lavoratori impiegati nell’appalto. La determina non menziona esplicitamente questi aspetti fondamentali per la regolarità dell'affidamento.	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA GENERALE : **SI**, è stato verificato che l'operatore economico selezionato è in possesso di documentate esperienze pregresse idonee all’esecuzione delle prestazioni contrattuali, come indicato nel testo della determina.	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	RISPOSTA GENERALE : NO, La determina non espone in modo dettagliato le ragioni della scelta dell'affidatario, né giustifica sufficientemente il ricorso all'affidamento diretto. Non sono forniti elementi sufficienti riguardo al possesso dei requisiti previsti dall'art. 50 del D.Lgs. n. 36/2023, alla congruità del prezzo in rapporto alla qualità della prestazione, né al rispetto del principio di rotazione. Inoltre, non viene menzionata la motivazione per cui il contraente uscente è stato selezionato, sebbene non ci siano alternative.	NO
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	RISPOSTA GENERALE: NO, La determina non contiene una motivazione specifica del ricorso alla procedura ex art. 76 del Dlgs n. 36/2023. La mancanza di tale motivazione rappresenta una grave carenza, in quanto è obbligatoria per giustificare l'adozione di questa procedura.	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA GENERALE : NO, [La determina non menziona esplicitamente il rispetto dei principi contenuti nel libro 1, titolo 1, parte 1 del codice dei contratti pubblici, pertanto non si può confermare la conformità dell’affidamento ai principi e alle norme in materia di appalti pubblici.]	NO
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA GENERALE: **SI**, la determina attesta che il RUP ha verificato il possesso dei requisiti di carattere generale di cui all’articolo 100 del D.Lgs. 36/2023 e il possesso di pregresse e documentate esperienze analoghe a quelle di affidamento, come indicato nel testo.	SI
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	RISPOSTA GENERALE: **NO**, non è presente il Documento di Regolarità Contributiva (DURC) o attestazione di regolarità contributiva nella determina. La verifica della regolarità contributiva è fondamentale e la sua assenza rappresenta una violazione grave delle normative in materia di affidamento diretto.	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	RISPOSTA GENERALE : NO, La determina non riporta gli estremi di approvazione del bilancio pluriennale vigente. Sebbene vengano citate deliberazioni di approvazione del bilancio di previsione, non è presente un riferimento specifico agli estremi di approvazione del bilancio pluriennale.	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA GENERALE: NO, [Nella determina non sono presenti riferimenti espliciti alla deliberazione di approvazione del Piano Esecutivo di Gestione (PEG) e al Piano Integrato di Attività e Organizzazione (PIAO), che sono elementi necessari per la regolarità contabile dell'atto.]	NO
33	Impegno di spesa/prenotazione	RISPOSTA GENERALE : SI, l'importo impegnato è pari a € 11.292,32, assoggettato all'IVA al 22%. L'impegno di spesa è stato effettuato sul capitolo di spesa 69155 del Bilancio in corso, denominato “Interventi di messa in sicurezza sedi comunali”. Non si fa riferimento a bilancio e PEG non approvati, né a impegni di spesa su più esercizi finanziari.	SI
34	Contributo ANAC	RISPOSTA GENERALE: NO, [Nella determina non è presente alcun riferimento all'assunzione dell'impegno di spesa relativo al pagamento del contributo all'ANAC, né indicazione del capitolo di bilancio e dell'anno in cui dovrebbe essere registrato tale pagamento. Pertanto, il punto non è rispettato.]	NO
35	Flussi finanziari	RISPOSTA GENERALE: NO, [Nella determina non è presente un riferimento esplicito all'obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 e alle conseguenze del mancato adempimento, come richiesto nelle istruzioni.]	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	RISPOSTA GENERALE : NO, non è presente un esplicito riferimento nel provvedimento che attesti la compatibilità del programma di spesa con le vigenti regole della finanza pubblica.	NO
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA GENERALE : SI, l'aggiudicatario è correttamente indicato con nome, cognome, ragione sociale, indirizzo, P.Iva e Cod. Fiscale.	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	RISPOSTA GENERALE: **SI**, la determina comunica all’aggiudicatario l’impegno di spesa, la copertura finanziaria e il CIG (Codice Identificativo di Gara) come richiesto, specificando i dettagli necessari per la presentazione della fattura.	SI
39	Indicazione specifica della tipologia del contratto	"RISPOSTA GENERALE: **SI**, la determina indica specificamente la tipologia del contratto come ""Incarico Professionale finalizzato al collaudo statico e tecnico - amministrativo per il Completamento Palazzo di Giustizia""."	SI
40	Obblighi di pubblicità e trasparenza	RISPOSTA GENERALE: **SI**, la determina fa riferimento all'obbligo di pubblicazione dell'atto nei modi stabiliti dalla normativa vigente in materia di trasparenza, in ottemperanza all’art. 20 del D.Lgs. 36/2023, e al D.Lgs. 33/2013.	SI
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA GENERALE : **SI**, il testo della determina menziona esplicitamente che è stato sottoscritto il Patto di Integrità approvato dal Comune con deliberazione G.C. n. 260 del 06/07/2016, e si evidenzia che il RUP non si trova in conflitto di interessi, rispettando così le prescrizioni in materia di integrità e comportamento.	SI
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA GENERALE: **NO**, la determina non menziona esplicitamente la pubblicazione degli atti all'Albo Pretorio Online, il che è richiesto dal regolamento comunale sul Controllo di Regolarità Amministrativa e dal Regolamento degli uffici e dei servizi.	NO
43	Indicazione termini e autorità a cui ricorrere	RISPOSTA GENERALE: NO, La determina non contiene l'indicazione che avverso il presente provvedimento può essere proposto ricorso da eventuali interessati innanzi alla sezione del Tribunale Amministrativo Regionale di Cagliari, come previsto dall’art. 3 della Legge n. 241/1990.	NO
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA GENERALE : **SI**, la determina è firmata digitalmente dal Dirigente Diego Ciceri e dal RUP Vincenzo Lombardi, rispettando quindi i requisiti di sottoscrizione previsti.	SI
45	Presenza del visto di regolarità contabile	RISPOSTA GENERALE: **NO**, non è presente il visto di regolarità contabile. Sebbene si faccia riferimento alla trasmissione dell'atto al Responsabile del Servizio Finanziario per i controlli e riscontri amministrativi, contabili e fiscali, non è esplicitamente indicato che il visto di regolarità contabile sia già stato acquisito.	NO
