	Punto	Response	Simple
24	Importo di affidamento	"RISPOSTA: NO

Note: Nella determina non è specificato l'importo complessivo degli oneri della sicurezza, oneri interferenziali, costo della manodopera dichiarato contratto collettivo di lavoro applicato, eventuale quinto d’obbligo, revisione dei prezzi e somme a disposizione, come richiesto."	NO
25	Indicazione di requisiti previsti dalle disposizioni vigenti per il ricorso all’affidamento diretto.	RISPOSTA: SI	SI
26	Motivazione scelta della procedura e del contraente;        Esporre le ragioni della scelta della ditta affidataria;        Esposizione del fatto che legittima il ricorso alla procedura e della valutazione in ordine alla scelta del contraente.	"NO

Note: La determina non fornisce dettagli sufficienti sulle ragioni della scelta dell'operatore economico, né sulla valutazione della congruità del prezzo rispetto alla qualità della prestazione e sul rispetto del principio di rotazione."	NO
27	Motivazione scelta della procedura nel caso di ricorso all’art. 76, del Dlgs n.36/2023	"RISPOSTA: NO

Note: Non è menzionata una motivazione specifica per il ricorso alla procedura ex art. 76 del Dlgs n.36/2023 nella determina."	NO
28	Conformità dell’affidamento ai principi ed alle norme in materia di appalti pubblici	RISPOSTA: SI	SI
29	Dare atto della verifica dei requisiti dell’affidatario	RISPOSTA : SI	SI
30	Verifica sulla regolarità contributiva, DURC o attestazione della stessa o autocertificazione (limitata ai casi previsti dalla legge).	"RISPOSTA : NO

Note: Non si fa esplicito riferimento nel testo della determina alla regolarità contributiva, al DURC o a un'autocertificazione relativa."	NO
31	Riferimenti alla deliberazione di approvazione del bilancio.	"RISPOSTA: NO

Note: Non sono presenti riferimenti alla deliberazione di approvazione del bilancio pluriennale vigente nel testo della determina."	NO
32	Riferimenti deliberazione approvazione PEG e al PIAO	RISPOSTA : NO	NO
33	Impegno di spesa/prenotazione	RISPOSTA : SI (L'importo impegnato è di € 11.292,32, comprese cassa al 4% e IVA al 22%)	SI
34	Contributo ANAC	RISPOSTA : NO	NO
35	Flussi finanziari	"NO

Nota: Non è stata trovata menzione dell'obbligo di tracciabilità dei flussi finanziari ai sensi della legge n° 136/2010 nella determina."	NO
36	Conformità dei pagamenti con le regole della finanza pubblica vigenti	NO	NO
37	Indicazione esatta dell’aggiudicatario: nome, cognome, ragione sociale, indirizzo, P.Iva, Cod. Fiscale, sede legale/operativa, altro.	RISPOSTA: SI	SI
38	Comunicazione all’aggiudicatario dell’impegno di spesa, la copertura finanziaria, CIG	"RISPOSTA: NO

Note: Non è presente nel testo della determina la comunicazione all’aggiudicatario dell’impegno di spesa con indicazione della copertura finanziaria e del CIG."	NO
39	Indicazione specifica della tipologia del contratto	RISPOSTA: SI	SI
40	Obblighi di pubblicità e trasparenza	"RISPOSTA: NO 

Note: Non è menzionato esplicitamente l'art. 28 sulla trasparenza dei contratti pubblici nella determina."	NO
41	Attestazione circa il rispetto delle prescrizioni del   PTPCT dell’Ente	RISPOSTA: SI	SI
42	Pubblicazione atti all’Albo Pretorio Online.	RISPOSTA : SI	SI
43	Indicazione termini e autorità a cui ricorrere	"RISPOSTA : NO

Note: Non risulta presente l'indicazione dei termini e dell'autorità a cui ricorrere avverso il provvedimento."	NO
44	Sottoscrizione del Dirigente firmatario dell’atto e, dove previsto, del RP o RUP.	RISPOSTA : SI	SI
45	Presenza del visto di regolarità contabile	"RISPOSTA : NO

Nota: La determina prevede la trasmissione al servizio finanziario per il visto di regolarità contabile, ma non risulta già presente nel documento."	NO
