	Punto	Response	Simple
10	"**Norme di principio** :
Art. 4 del Dlgs n.36/2023. (Criterio interpretativo e applicativo)"	"**RISPOSTA GENERALE**: SI, Il riferimento alle norme di principio del nuovo codice dei contratti pubblici è soddisfatto. Nella determina è espressamente citato il Decreto Legislativo n. 36/2023, ""Nuovo Codice appalti"", che include l'articolo 4 del Dlgs n.36/2023, stabilendo che le disposizioni del codice si interpretano e si applicano in base a tali principi."	SI
11	"Regolamenti dell’ente quali:
- Statuto Comunale;
- Regolamento di contabilità;
- Regolamento dei contratti "	"RISPOSTA GENERALE: SI

Spiegazione sintetica: Nella determina è fatto richiamo allo Statuto Comunale, al Regolamento comunale di contabilità e ad altri regolamenti pertinenti dell'ente, tutti elencati nella sezione in cui vengono visti i vari riferimenti normativi."	SI
12	Termini per la conclusione della procedura	"**RISPOSTA GENERALE: NON RICHIESTO**

Spiegazione: Ai sensi delle istruzioni date, nelle procedure negoziate il termine decorre dall'invito a presentare offerta e, per il caso di affidamenti diretti, non sussiste un termine ex lege. Nella determina, la procedura in oggetto è condotta attraverso procedura negoziata ai sensi dell’art. 50, comma 1, lettera c) del D.Lgs. 36/2023, con un criterio del minor prezzo. Non è indicato espressamente un termine, né un riferimento a un termine legale."	NON RICHIESTO
13	Fine che con il contratto si intende perseguire	"RISPOSTA GENERALE: NO

Spiegazione sintetica: Viene riportato che la determina verte sull'aggiudicazione e la definizione del quadro economico nell'ambito di un progetto PNRR, ma non sono esplicitati chiaramente i fini specifici che si intendono perseguire con il contratto secondo quanto richiesto dall'art. 192 del D.Lgs. n. 267/2000."	NO
14	Oggetto del contratto	"RISPOSTA GENERALE: SI

La determina fa riferimento all'approvazione del progetto esecutivo, come indicato in varie parti del documento. Viene menzionato che è presente il quadro economico e che i lavori e i dettagli economici sono stati definiti e approvati (vedi sezioni relative al quadro economico e agli impegni di spesa). Pertanto, si può concludere che il requisito richiesto è rispettato."	SI
15	DUVRI (per i servizi)	"**RISPOSTA GENERALE: NON RICHIESTO**

Nonostante nel testo della determina non sia esplicitamente menzionato il DUVRI (Documento Unico di Valutazione dei Rischi da Interferenze), la citazione del ""quadro economico"" e degli ""oneri di sicurezza"" può indicare che sono già stati considerati i rischi inerenti il progetto. Tuttavia, la specifica presenza di un DUVRI non è esplicitamente richiesta o menzionata, e non è stata fornita alcuna attestazione del progettista riguardo la sua non necessità, come suggerito dalla checklist per i servizi. Pertanto, in questo contesto, il DUVRI non sembra essere pertinente, presumibilmente per l'assenza di rischio interferenziale significativo nel progetto specifico trattato nella determina."	NON RICHIESTO
16	Costo della mano d’opera; contratto applicabile 	"RISPOSTA GENERALE: NO

Spiegazione: La determina non fa alcuna menzione specifica del costo della mano d'opera o del contratto applicabile in relazione a questo aspetto. La determina è dettagliata nelle specifiche di appalto e negli importi complessivi dei lavori, ma non contiene riferimenti espliciti relativi al costo della mano d’opera o al contratto applicabile ad essa."	NO
17	Suddivisione in lotti e indebito frazionamento	"## Checkpoint 18: Suddivisione in lotti e indebito frazionamento

### Verifica:
La determina dirigenziale, per rispettare l'articolo 58 del Dlgs n. 36/2023, dovrebbe fornire una motivazione per la mancata suddivisione dell'appalto in lotti, tenendo conto dei princìpi europei sulla promozione di condizioni di concorrenza paritarie per le piccole e medie imprese.

### Testo della Determina:
La determina non fornisce una motivazione specifica per la mancata suddivisione in lotti. Tuttavia, menziona il rispetto degli articoli del D.Lgs 36/2023 relativi alla procedura negoziata e all'aggiudicazione, ma non esplicita una giustificazione per non suddividere l'appalto in lotti come prescritto dall'articolo 58.

### Risposta:
RISPOSTA GENERALE: NO, la determina non soddisfa pienamente l'art. 58 del Dlgs n. 36/2023 perché manca una motivazione esplicita sulla mancata suddivisione dell'appalto in lotti, che tenga conto dei princìpi europei per le piccole e medie imprese."	NO
18	Validazione (in caso di lavori pubblici)	RISPOSTA GENERALE : SI, nella determina è richiamata la Determinazione n. 5340 del 07/12/2023 che prende atto del Rapporto finale di verifica sul progetto definitivo ed esecutivo ai sensi dell’art. 26 del DLgs. 50/2016, con approvazione del verbale di validazione redatto e sottoscritto dal RUP. Questo conferma che il progetto posto a base di gara è stato validato.	SI
19	Criteri Ambientali minimi 	"RISPOSTA GENERALE: NO

Spiegazione: Nella determina dirigenziale non viene menzionato il fatto che i lavori rientrano o meno nell'ambito di applicazione dei Criteri Ambientali Minimi (CAM) adottati ed in vigore. Non vi è alcun riferimento all'art. 18 della L. 221/2015 o all'art. 57 comma 2 del Dlgs n. 36/2023 nel contesto dei CAM. Pertanto, la determina non rispetta il punto specifico riguardante la verifica dei CAM."	NO
20	Forma del contratto	"RISPOSTA GENERALE: **NO**. 

Spiegazione: La determina esaminata non include un'indicazione esplicita sulla tipologia di contratto da adottare, come richiesto dall'art. 192 del D.Lgs. n. 267/2000. Inoltre, non viene fornita una motivazione per l'utilizzo di un'altra modalità contrattuale tra quelle previste dall'articolo 18 e la sua relazione con il principio di non aggravamento dei procedimenti."	NO
21	Clausole del contratto ritenute essenziali	"**RISPOSTA GENERALE: NO**

**Spiegazione sintetica:** La determina non riporta esplicitamente i requisiti di ordine generale e speciale richiesti come indicato nell'art. 192 del D.Lgs. n. 267/2000 e nell'art. 17 del D.Lgs. n. 36/2023. Pur menzionando che i controlli sui requisiti di ordine generale e speciale siano stati soddisfatti, manca un riferimento chiaro ai requisiti essenziali e alle clausole contrattuali specifiche come l'esclusione automatica dell'offerta anomala, le limitazioni all'avvalimento o i criteri di selezione dell'offerta. Inoltre, non c'è alcun rimando diretto al capitolato o ai documenti approvati con la determina a contrarre in merito a questi requisiti."	NO
22	Cauzioni (per gli appalti d’importo inferire alle soglie UE)	"RISPOSTA GENERALE: NO

Nella determina non è presente alcuna dichiarazione ai sensi dell’art. 106 del D.lgs n. 36/2023 relativa alla cauzione provvisoria né menzioni specifiche dell’art. 117 del D.lgs n. 36/2023 relative alla cauzione definitiva. "	NO
23	Modalità di scelta del contraente e ragioni che ne sono alla base (motivare in modo specifico)	RISPOSTA GENERALE: SI, La determina esplicita la scelta della procedura negoziata e la sua base normativa ai sensi dell'articolo 50 comma 1 lettera c) del D.Lgs. 36/2023. È stata eseguita una manifestazione di interesse su piattaforma SardegnaCAT, limitata agli operatori economici abilitati e iscritti nella piattaforma, con la selezione casuale di cinque operatori economici attraverso sistema elettronico, giustificando quindi l'utilizzo della procedura negoziata in questo contesto che risponde ai requisiti del D.Lgs. 36/2023 nel caso di importi inferiori alle soglie UE.	SI
24	Rotazione degli affidamenti	"**RISPOSTA GENERALE**: NO, la determina non passa il controllo amministrativo per il punto relativo alla rotazione degli affidamenti. La determina non esplicita che ""la procedura sarà aggiudicata nel rispetto delle norme sulla rotazione degli affidamenti come contenute all’art. 49 del Dlgs n.36/2023"". Non viene fornita alcuna spiegazione o riferimento all'eventuale mancanza di alternative o alla struttura del mercato come giustificazione per eventuali eccezioni alla regola della rotazione degli affidamenti."	NO
25	Criterio di selezione delle offerte	"RISPOSTA GENERALE : SI

Nella determina, i criteri di selezione delle offerte sono chiaramente indicati. Si fa esplicito riferimento alla procedura negoziata ai sensi dell'articolo 50 comma 1 lettera c) del D.Lgs. 36/2023, applicando il criterio del minor prezzo. Questo conferma che il criterio di selezione delle offerte è stato determinato e documentato in conformità con le leggi vigenti."	SI
26	"Indicazione dell’importo massimo stimato a base di gara
Quadro economico dell’intervento  comprensivo di Importo a base di gara, oneri fiscali, costi della sicurezza/interferenziali, revisione dei prezzi, somme a disposizione, supporto al RUP, incentivi (art. 45) modificazioni del contratto preventivabili, proroga, lavori o servizi analoghi, quinto d’obbligo"	"RISPOSTA GENERALE : SI

Spiegazione: La determina dirigenziale include un quadro economico dettagliato che comprende l'importo dei lavori a base di gara, gli oneri di sicurezza, le somme a disposizione della stazione appaltante, l'IVA, e diverse altre voci di spesa correlate all'intervento. Le indicazioni sui costi presunti sono inclusi nella sezione che descrive il quadro economico ambito 5, includendo anche spese tecniche e somme a disposizione, il che rispetta le istruzioni fornite per la sezione sugli elementi tipici della determinazione a contrarre."	SI
27	Riferimenti all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori 	"### Risposta al punto 28, SEZIONE: ELEMENTI TIPICI DELLA DETERMINAZIONE A CONTRARRE

RISPOSTA GENERALE: NO

**Spiegazione sintetica**:
La determina non fa riferimento specifico all’obbligo di utilizzo degli strumenti di acquisto e di negoziazione messi a disposizione da CONSIP e da soggetti aggregatori, come richiesto dai punti citati nella checklist. Non vengono citati verifiche rispetto agli articoli o leggi normative quali l'art. 1, comma 449, della Legge 27 dicembre 2006, n. 296, art. 26 legge 488/1999, art. 1, comma 7, del D.L. 95/2012, DPCM 24 dicembre 2015, né l'art. 1, comma 512, della Legge 28 dicembre 2015, n. 208 riguardo l'acquisto di beni o servizi. 

Note Finali: 
La determinate mensiona convenzioni e utilizzo di criteri di convenienza economica nelle procedure negoziate, ma non nello specifico delle leggi menzionate nelle istruzioni. Sarebbe opportuno verificare se esistono riferimenti questi strumenti contrattuali e negoziali."	NO
28	Riferimenti alla qualificazione del Comune quale Stazione appaltante	"**RISPOSTA GENERALE:** SI

**Spiegazione sintetica:** Nella determina sono presenti diversi riferimenti che qualificano il Comune di Olbia come Stazione appaltante. In particolare, sono menzionate le procedure adottate in conformità con il D.Lgs. 36/2023, Nuovo Codice degli appalti, la dichiarazione di avvenuti controlli sui requisiti, e la documentazione necessaria relativa alla procedura di aggiudicazione. Questi elementi implicano il riconoscimento del ruolo del Comune come Stazione appaltante."	SI
29	Riferimenti alla deliberazione di approvazione del bilancio.	"RISPOSTA GENERALE: SI

La determina fa riferimento alla deliberazione del Consiglio Comunale n. 139 del 18/12/2023, con la quale è stato approvato il Bilancio di Previsione Finanziario 2024/2026. Pertanto, in conformità alle istruzioni, la verifica del punto in questione è passata."	SI
30	Riferimenti deliberazione approvazione PEG e del PIAO	"RISPOSTA GENERALE: SI

Spiegazione sintetica: Nella determina è presente il riferimento alla deliberazione della Giunta Comunale n. 515 del 28/12/2023, che approva il Piano Esecutivo di Gestione 2024/2026 (PEG). Tuttavia, non è menzionato il PIAO, il quale non sembra essere richiesto specificamente nel testo della determina."	SI
31	Impegno di spesa/prenotazione/copertura finanziaria	"RISPOSTA GENERALE: **SI**

Spiegazione: La determina indica l'importo da impegnare e dichiara esplicitamente che l'importo complessivo è di € 395.083,91, specificando anche che è soggetto a IVA al 10%. Inoltre, specifica i capitoli di bilancio dove trova copertura la spesa complessiva suddivisa tra ""PNRR M5 C2 2.3 Incarichi professionali esterni"" e ""PinQua PNRR M5 C2"". Non viene menzionato il caso di esercizio provvisorio o impegni su più esercizi, quindi presumibilmente il bilancio e il PEG sono stati approvati."	SI
32	Conformità dei pagamenti con le regole della finanza pubblica vigenti.	"RISPOSTA GENERALE: **NO**

Spiegazione: Non vi è alcun riferimento o dichiarazione esplicita nella determina che attesti la compatibilità del programma della spesa con le vigenti regole della finanza pubblica, né viene dato atto nel provvedimento di impegno in merito a tale conformità."	NO
33	Contributo ANAC	"RISPOSTA GENERALE : SI, la determina conferma che è stata assunta la voce di spesa relativa al contributo ANAC come evidenziato nel quadro economico sotto la voce ""B.15 ANAC 250,00 €"". Tuttavia, non viene specificato il capitolo di bilancio cui è imputato tale impegno di spesa, quindi per completezza, la determina dovrebbe includere l'informazione relativa al capitolo di bilancio di riferimento."	SI
34	Richiamati e/o allegati	"RISPOSTA GENERALE: NO. 

Spiegazione: Nella determina non sono esplicitamente indicati allegati specifici come il disciplinare di gara, il bando, lo schema di lettera di invito, lo schema di contratto o il patto di integrità. Tuttavia, vengono richiamate diverse determinazioni e verbali precedenti, ma non risulta alcuna menzione esplicita di allegati ad esse. Tale mancanza rende la determinazione non conforme al punto 35 riguardante i documenti richiamati e allegati."	NO
35	Obblighi di pubblicità e trasparenza	"### RISPOSTA GENERALE: SI

La determina fa riferimento esplicitamente agli obblighi di pubblicazione delle informazioni e dati di trasparenza previsti dall'art. 28 del D.Lgs 36/2023 e dall'art. 37 del D.Lgs. 33/2013, come richiesto dalle istruzioni nel punto 36, SEZIONE: PRESCRIZIONI ANTICORRUZIONE E TRASPARENZA. Inoltre, è espressamente indicata la procedura di pubblicazione della determinazione nell'Albo Pretorio on-line secondo le modalità specificate nel regolamento comunale."	SI
36	Pubblicazione atti all’Albo Pretorio Online	"RISPOSTA GENERALE: SI

La determina fa riferimento alla pubblicazione della presente determinazione nell'Albo Pretorio on-line secondo i tempi e le modalità indicate all’art. 12 del regolamento comunale per l’attuazione dei controlli di regolarità amministrativa (vedi punto 11). Pertanto, le prescrizioni relative alla pubblicazione all'Albo Pretorio Online sono rispettate."	SI
37	Acquisizione del visto di regolarità contabile ai sensi dell’art. 153 del D.Lgs. n. 267/2000	RISPOSTA GENERALE: SI, La determinazione prevede nel punto 14 la trasmissione al Responsabile del Servizio Finanziario per i provvedimenti di competenza, che implica l'acquisizione del visto di regolarità contabile ai sensi dell’art. 153 del D.Lgs. n. 267/2000.	SI
38	Sottoscrizione del Dirigente firmatario dell’atto e dove previsto del R.P. o RUP.	"**RISPOSTA GENERALE : SI**

Nella determina, si trova la seguente indicazione che conferma la sottoscrizione: ""Il Dirigente DAVIDE MOLINARI documento firmato digitalmente"". La presenza di una firma digitale da parte del Dirigente sottolinea il rispetto degli aspetti di regolarità formale relativi alla sottoscrizione dell'atto."	SI
